t,x,y,u,v,theta
0.438744,3.39,1.84104,7.7266,2.04412,0.687775
0.440038,3.4,1.84368,7.7266,2.03142,0.687775
0.441332,3.41,1.8463,7.7266,2.01873,0.687775
0.442627,3.42,1.8489,7.7266,2.00603,0.687775
0.443921,3.43,1.85149,7.7266,1.99333,0.687775
0.445215,3.44,1.85406,7.7266,1.98064,0.687775
0.446509,3.45,1.85662,7.7266,1.96794,0.687775
0.447804,3.46,1.85916,7.7266,1.95524,0.687775
0.449098,3.47,1.86168,7.7266,1.94255,0.687775
0.450392,3.48,1.86418,7.7266,1.92985,0.687775
0.451686,3.49,1.86667,7.7266,1.91716,0.687775
0.45298,3.5,1.86915,7.7266,1.90446,0.687775
0.454275,3.51,1.8716,7.7266,1.89176,0.687775
0.455569,3.52,1.87404,7.7266,1.87907,0.687775
0.456863,3.53,1.87647,7.7266,1.86637,0.687775
0.458157,3.54,1.87887,7.7266,1.85367,0.687775
0.459452,3.55,1.88126,7.7266,1.84098,0.687775
0.460746,3.56,1.88364,7.7266,1.82828,0.687775
0.46204,3.57,1.886,7.7266,1.81558,0.687775
0.463334,3.58,1.88834,7.7266,1.80289,0.687775
0.464629,3.59,1.89066,7.7266,1.79019,0.687775
0.465923,3.6,1.89297,7.7266,1.7775,0.687775
0.467217,3.61,1.89526,7.7266,1.7648,0.687775
0.468511,3.62,1.89754,7.7266,1.7521,0.687775
0.469805,3.63,1.8998,7.7266,1.73941,0.687775
0.4711,3.64,1.90204,7.7266,1.72671,0.687775
0.472394,3.65,1.90427,7.7266,1.71401,0.687775
0.473688,3.66,1.90648,7.7266,1.70132,0.687775
0.474982,3.67,1.90867,7.7266,1.68862,0.687775
0.476277,3.68,1.91085,7.7266,1.67592,0.687775
0.477571,3.69,1.91301,7.7266,1.66323,0.687775
0.478865,3.7,1.91516,7.7266,1.65053,0.687775
0.480159,3.71,1.91728,7.7266,1.63783,0.687775
0.481454,3.72,1.9194,7.7266,1.62514,0.687775
0.482748,3.73,1.92149,7.7266,1.61244,0.687775
0.484042,3.74,1.92357,7.7266,1.59975,0.687775
0.485336,3.75,1.92563,7.7266,1.58705,0.687775
0.48663,3.76,1.92768,7.7266,1.57435,0.687775
0.487925,3.77,1.92971,7.7266,1.56166,0.687775
0.489219,3.78,1.93172,7.7266,1.54896,0.687775
0.490513,3.79,1.93372,7.7266,1.53626,0.687775
0.491807,3.8,1.9357,7.7266,1.52357,0.687775
0.493102,3.81,1.93766,7.7266,1.51087,0.687775
0.494396,3.82,1.93961,7.7266,1.49817,0.687775
0.49569,3.83,1.94154,7.7266,1.48548,0.687775
0.496984,3.84,1.94345,7.7266,1.47278,0.687775
0.498279,3.85,1.94535,7.7266,1.46009,0.687775
0.499573,3.86,1.94723,7.7266,1.44739,0.687775
0.500867,3.87,1.9491,7.7266,1.43469,0.687775
0.502161,3.88,1.95094,7.7266,1.422,0.687775
0.503455,3.89,1.95278,7.7266,1.4093,0.687775
0.50475,3.9,1.95459,7.7266,1.3966,0.687775
0.506044,3.91,1.95639,7.7266,1.38391,0.687775
0.507338,3.92,1.95818,7.7266,1.37121,0.687775
0.508632,3.93,1.95994,7.7266,1.35851,0.687775
0.509927,3.94,1.96169,7.7266,1.34582,0.687775
0.511221,3.95,1.96343,7.7266,1.33312,0.687775
0.512515,3.96,1.96514,7.7266,1.32043,0.687775
0.513809,3.97,1.96684,7.7266,1.30773,0.687775
0.515103,3.98,1.96853,7.7266,1.29503,0.687775
0.516398,3.99,1.9702,7.7266,1.28234,0.687775
0.517692,4,1.97185,7.7266,1.26964,0.687775
0.518986,4.01,1.97348,7.7266,1.25694,0.687775
0.52028,4.02,1.9751,7.7266,1.24425,0.687775
0.521575,4.03,1.9767,7.7266,1.23155,0.687775
0.522869,4.04,1.97829,7.7266,1.21885,0.687775
0.524163,4.05,1.97986,7.7266,1.20616,0.687775
0.525457,4.06,1.98141,7.7266,1.19346,0.687775
0.526752,4.07,1.98295,7.7266,1.18076,0.687775
0.528046,4.08,1.98447,7.7266,1.16807,0.687775
0.52934,4.09,1.98597,7.7266,1.15537,0.687775
0.530634,4.1,1.98746,7.7266,1.14268,0.687775
0.531928,4.11,1.98893,7.7266,1.12998,0.687775
0.533223,4.12,1.99038,7.7266,1.11728,0.687775
0.534517,4.13,1.99182,7.7266,1.10459,0.687775
0.535811,4.14,1.99324,7.7266,1.09189,0.687775
0.537105,4.15,1.99465,7.7266,1.07919,0.687775
0.5384,4.16,1.99603,7.7266,1.0665,0.687775
0.539694,4.17,1.99741,7.7266,1.0538,0.687775
0.540988,4.18,1.99876,7.7266,1.0411,0.687775
0.542282,4.19,2.0001,7.7266,1.02841,0.687775
0.543577,4.2,2.00142,7.7266,1.01571,0.687775
0.544871,4.21,2.00273,7.7266,1.00302,0.687775
0.546165,4.22,2.00402,7.7266,0.990319,0.687775
0.547459,4.23,2.00529,7.7266,0.977622,0.687775
0.548753,4.24,2.00655,7.7266,0.964926,0.687775
0.550048,4.25,2.00779,7.7266,0.95223,0.687775
0.551342,4.26,2.00902,7.7266,0.939533,0.687775
0.552636,4.27,2.01022,7.7266,0.926837,0.687775
0.55393,4.28,2.01141,7.7266,0.91414,0.687775
0.555225,4.29,2.01259,7.7266,0.901444,0.687775
0.556519,4.3,2.01375,7.7266,0.888748,0.687775
0.557813,4.31,2.01489,7.7266,0.876051,0.687775
0.559107,4.32,2.01602,7.7266,0.863355,0.687775
0.560402,4.33,2.01713,7.7266,0.850658,0.687775
0.561696,4.34,2.01822,7.7266,0.837962,0.687775
0.56299,4.35,2.01929,7.7266,0.825266,0.687775
0.564284,4.36,2.02035,7.7266,0.812569,0.687775
0.565578,4.37,2.0214,7.7266,0.799873,0.687775
0.566873,4.38,2.02242,7.7266,0.787177,0.687775
0.568167,4.39,2.02343,7.7266,0.77448,0.687775
0.569461,4.4,2.02443,7.7266,0.761784,0.687775
0.570755,4.41,2.02541,7.7266,0.749087,0.687775
0.57205,4.42,2.02637,7.7266,0.736391,0.687775
0.573344,4.43,2.02731,7.7266,0.723695,0.687775
0.574638,4.44,2.02824,7.7266,0.710998,0.687775
0.575932,4.45,2.02915,7.7266,0.698302,0.687775
0.577227,4.46,2.03005,7.7266,0.685605,0.687775
0.578521,4.47,2.03093,7.7266,0.672909,0.687775
0.579815,4.48,2.03179,7.7266,0.660213,0.687775
0.581109,4.49,2.03264,7.7266,0.647516,0.687775
0.582403,4.5,2.03347,7.7266,0.63482,0.687775
0.583698,4.51,2.03428,7.7266,0.622123,0.687775
0.584992,4.52,2.03508,7.7266,0.609427,0.687775
0.586286,4.53,2.03586,7.7266,0.596731,0.687775
0.58758,4.54,2.03662,7.7266,0.584034,0.687775
0.588875,4.55,2.03737,7.7266,0.571338,0.687775
0.590169,4.56,2.0381,7.7266,0.558641,0.687775
0.591463,4.57,2.03882,7.7266,0.545945,0.687775
0.592757,4.58,2.03951,7.7266,0.533249,0.687775
0.594052,4.59,2.0402,7.7266,0.520552,0.687775
0.595346,4.6,2.04086,7.7266,0.507856,0.687775
0.59664,4.61,2.04151,7.7266,0.495159,0.687775
0.597934,4.62,2.04214,7.7266,0.482463,0.687775
0.599228,4.63,2.04276,7.7266,0.469767,0.687775
0.600523,4.64,2.04336,7.7266,0.45707,0.687775
0.601817,4.65,2.04394,7.7266,0.444374,0.687775
0.603111,4.66,2.04451,7.7266,0.431677,0.687775
0.604405,4.67,2.04506,7.7266,0.418981,0.687775
0.6057,4.68,2.04559,7.7266,0.406285,0.687775
0.606994,4.69,2.04611,7.7266,0.393588,0.687775
0.608288,4.7,2.04661,7.7266,0.380892,0.687775
0.609582,4.71,2.0471,7.7266,0.368195,0.687775
0.610877,4.72,2.04757,7.7266,0.355499,0.687775
0.612171,4.73,2.04802,7.7266,0.342803,0.687775
0.613465,4.74,2.04845,7.7266,0.330106,0.687775
0.614759,4.75,2.04887,7.7266,0.31741,0.687775
0.616053,4.76,2.04927,7.7266,0.304713,0.687775
